Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Korean Name
2021-09-03 00:00:00-04:00,151.0614335831693,151.91617486388267,150.40319420026873,151.5919647216797,57808700,0.0,0.0,AAPL,애플
2021-09-03 00:00:00-04:00,292.8453986734941,294.41184857005715,292.1351709970571,292.9913635253906,14747900,0.0,0.0,MSFT,마이크로소프트
2021-09-03 00:00:00-04:00,142.5637053377978,143.63431772651685,141.88615355979695,143.22032165527344,19850000,0.0,0.0,GOOGL,구글
2021-09-03 00:00:00-04:00,172.60000610351562,174.1334991455078,171.82200622558594,173.90249633789062,51514000,0.0,0.0,AMZN,아마존
2021-09-03 00:00:00-04:00,244.0833282470703,244.6666717529297,241.39999389648438,244.52333068847656,45738300,0.0,0.0,TSLA,테슬라
2021-09-03 00:00:00-04:00,373.32392247630196,375.7247550855639,371.69014875656006,374.82818603515625,7509600,0.0,0.0,META,메타 (구 페이스북)
2021-09-03 00:00:00-04:00,22.285202300266867,22.945023244275546,22.1604251359965,22.802278518676758,280532000,0.0,0.0,NVDA,엔비디아
2021-09-03 00:00:00-04:00,284.29998779296875,284.82000732421875,281.7099914550781,281.8900146484375,4495100,0.0,0.0,BRK-B,버크셔 해서웨이 B
2021-09-03 00:00:00-04:00,218.50896056473042,221.72806876428416,217.87490033841695,219.5917510986328,11532000,0.0,0.0,V,비자
2021-09-03 00:00:00-04:00,159.4662146358872,159.57549599765582,158.2913844112382,159.41156005859375,4096900,0.0,0.0,JNJ,존슨앤드존슨
2021-09-03 00:00:00-04:00,131.85508584341503,132.41457169424828,131.6349694399354,132.12107849121094,5466400,0.0,0.0,PG,프록터 앤드 갬블
2021-09-03 00:00:00-04:00,401.36661362401355,403.33573609532607,400.1109387990961,402.25128173828125,1604800,0.0,0.0,UNH,유나이티드헬스
2021-09-03 00:00:00-04:00,300.13133971546335,305.2699184799246,299.9745229427721,304.7532958984375,2774800,0.0,0.0,HD,홈디포
2021-09-03 00:00:00-04:00,333.0562985771237,337.1811900705278,332.076519488037,333.3502502441406,5171000,0.0,0.0,MA,마스터카드
2021-09-03 00:00:00-04:00,39.93351603699629,40.044203611308355,39.45669678127159,39.88242721557617,20817200,0.0,0.0,PFE,화이자
2021-09-03 00:00:00-04:00,50.804564390456044,51.083513823433,50.61560030646685,51.04751968383789,13220400,0.0,0.0,KO,코카콜라
2021-09-03 00:00:00-04:00,179.60127588091368,179.60127588091368,176.944099271423,178.79127502441406,6847400,0.0,0.0,DIS,디즈니
2021-09-03 00:00:00-04:00,142.33382870127252,143.44552811327983,142.06045748608037,143.1448211669922,2035100,0.0,0.0,PEP,펩시코
2021-09-03 00:00:00-04:00,37.72980791961722,37.886170625356286,37.417078999416695,37.75740051269531,41812400,0.0,0.0,BAC,뱅크오브아메리카
2021-09-03 00:00:00-04:00,48.91796482212877,49.09546174657468,48.45647417275832,48.69609451293945,13840000,0.0,0.0,XOM,엑슨모빌
