Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Korean Name
2025-01-28 00:00:00-05:00,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,75707600,0.0,0.0,AAPL,애플
2025-01-28 00:00:00-05:00,434.6000061035156,448.3800048828125,431.3800048828125,447.20001220703125,23491700,0.0,0.0,MSFT,마이크로소프트
2025-01-28 00:00:00-05:00,192.75,195.47999572753906,190.67999267578125,195.3000030517578,24157900,0.0,0.0,GOOGL,구글
2025-01-28 00:00:00-05:00,234.2899932861328,241.77000427246094,233.97999572753906,238.14999389648438,41587200,0.0,0.0,AMZN,아마존
2025-01-28 00:00:00-05:00,396.9100036621094,400.5899963378906,386.5,398.0899963378906,48910700,0.0,0.0,TSLA,테슬라
2025-01-28 00:00:00-05:00,666.0,682.5800170898438,659.469970703125,674.3300170898438,20950100,0.0,0.0,META,메타 (구 페이스북)
2025-01-28 00:00:00-05:00,121.80999755859375,129.0,116.25,128.99000549316406,579666400,0.0,0.0,NVDA,엔비디아
2025-01-28 00:00:00-05:00,473.92999267578125,473.92999267578125,469.29998779296875,469.9700012207031,3261300,0.0,0.0,BRK-B,버크셔 해서웨이 B
2025-01-28 00:00:00-05:00,334.6700134277344,337.8299865722656,332.8900146484375,334.4800109863281,5999600,0.0,0.0,V,비자
2025-01-28 00:00:00-05:00,152.66000366210938,152.97000122070312,150.3000030517578,150.3800048828125,10320600,0.0,0.0,JNJ,존슨앤드존슨
2025-01-28 00:00:00-05:00,168.91000366210938,169.58999633789062,166.11000061035156,166.19000244140625,6716300,0.0,0.0,PG,프록터 앤드 갬블
2025-01-28 00:00:00-05:00,543.010009765625,546.5,537.8400268554688,542.47998046875,3162700,0.0,0.0,UNH,유나이티드헬스
2025-01-28 00:00:00-05:00,423.239990234375,423.239990234375,416.70001220703125,418.8299865722656,2818300,0.0,0.0,HD,홈디포
2025-01-28 00:00:00-05:00,546.5399780273438,551.5499877929688,542.6599731445312,547.3599853515625,2727800,0.0,0.0,MA,마스터카드
2025-01-28 00:00:00-05:00,26.780000686645508,26.860000610351562,26.489999771118164,26.75,40589600,0.0,0.0,PFE,화이자
2025-01-28 00:00:00-05:00,63.5099983215332,64.04000091552734,62.279998779296875,62.36000061035156,14956000,0.0,0.0,KO,코카콜라
2025-01-28 00:00:00-05:00,112.8499984741211,112.95999908447266,111.55999755859375,112.13999938964844,6516800,0.0,0.0,DIS,디즈니
2025-01-28 00:00:00-05:00,154.14999389648438,154.61000061035156,150.1199951171875,150.25,6349700,0.0,0.0,PEP,펩시코
2025-01-28 00:00:00-05:00,47.08000183105469,47.439998626708984,46.709999084472656,46.84000015258789,27156600,0.0,0.0,BAC,뱅크오브아메리카
2025-01-28 00:00:00-05:00,110.41000366210938,110.87000274658203,107.79000091552734,108.04000091552734,15862000,0.0,0.0,XOM,엑슨모빌
